catalog,vizier_source,vizier_table,recno,Index,MCXC,OName,AName,RAJ2000,DEJ2000,GLON,GLAT,Cat,SubCat,z,zType,r_z,f_z,Scale,ERange,Rap,FX,e_FX,LX2L500,Lap,L500,e_L500,E_L500,R500,M500,e_M500,E_M500,Ovlp,Cat1,Cat2,Cat3,Cat4,L5001,e_L5001,E_L5001,L5002,e_L5002,E_L5002,L5003,e_L5003,E_L5003,L5004,e_L5004,E_L5004,NotesO,Notes,Index1,SimbadName,RA_deg,Dec_deg
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2055,2054,MCXC J2215.6+3718,RXC J2215.6+3718,NGC7242,333.9246,37.305,91.6124,-15.9207,CIZA,CIZAI,0.019,S,2002ApJ...580..774E,Catalogue,0.3855,[0.1 2.4],1e+20,12.8,2.87395,SC,1e+20,0.1,0.02,0.02,0.5549,0.4952,0.07,0.06,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1601,RXC J2215.6+3718,333.9246,37.305
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2056,2055,MCXC J2216.2-0920,RXCJ2216.2-0920,A2428,334.0645,-9.3399,51.3807,-49.3283,NORAS/REFLEX,REFLEX,0.0825,S,2004A&A...425..367B,Catalogue,1.5526,[0.1 2.4],8.5,8.593,0.86789,ITER,1.39645,1.0,0.1,0.2,0.922,2.4117,0.2,0.1,SGP,SGP,,,,1.3048299551010132,0.1312800049781799,0.1310900002717972,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1602,RXCJ2216.2-0920,334.0645,-9.3399
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2057,2056,MCXC J2216.9-1725,RXCJ2216.9-1725,RBS 1842,334.2351,-17.426,39.9543,-53.1255,NORAS/REFLEX,REFLEX,0.1301,S,2004A&A...425..367B,Catalogue,2.3187,[0.1 2.4],11.0,5.515,0.79968,ITER,2.31868,2.0,0.3,0.3,0.9791,3.0281,0.3,0.3,SGP,SGP,,,,2.125430107116699,0.260129988193512,0.2602199912071228,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Cluster origin of the X-ray emission is not completely certain; Details on source identification in Appendix of REFLEX paper,,1603,RXCJ2216.9-1725,334.2351,-17.426
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2058,2057,MCXC J2217.7-3543,RXCJ2217.7-3543,A3854,334.4304,-35.7262,8.4566,-56.3306,NORAS/REFLEX,REFLEX,0.1486,S,2004A&A...425..367B,Catalogue,2.5941,[0.1 2.4],8.5,6.406,0.68544,ITER,3.55717,3.0,0.4,0.4,1.0599,3.9153,0.3,0.2,SGP|RXGCC,SGP,RXGCC,,,3.2593700885772705,0.3440699875354767,0.3437399864196777,3.9094700813293457,0.480690002441406,0.481379985809326,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1604,RXCJ2217.7-3543,334.4304,-35.7262
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2059,2058,MCXC J2218.0-6511,RXCJ2218.0-6511,RBS 1847,334.5231,-65.1849,324.526,-44.9804,NORAS/REFLEX,REFLEX,0.0951,S,2004A&A...425..367B,Catalogue,1.7638,[0.1 2.4],14.0,9.021,0.80287,ITER,1.96649,2.0,0.2,0.2,0.9656,2.8049,0.2,0.1,RXGCC,RXGCC,,,,1.829360008239746,0.1798299998044968,0.1803199946880341,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1605,RXCJ2218.0-6511,334.5231,-65.1849
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2060,2059,MCXC J2218.2-0350,RXCJ2218.2-0350,MS2215,334.5713,-3.8341,58.6362,-46.6758,NORAS/REFLEX,REFLEX,0.0901,S,2004A&A...425..367B,Catalogue,1.6808,[0.1 2.4],14.5,9.355,1.03841,ITER,1.82332,2.0,0.2,0.2,0.9537,2.6892,0.2,0.2,EMSS_1994|SGP|RXGCC,EMSS_1994,SGP,RXGCC,,0.62322998046875,0.134880006313324,0.1336700022220612,1.673009991645813,0.182649999856949,0.182500004768372,1.8684799671173096,0.27188000082969666,0.27211999893188477,1e+20,1e+20,1e+20,two maxima/NEE-SWW,"complexStr | Sect. 2.3 | MCXC J2218.2-0350 (z=0.039), detected by REFLEX, EMSS and SGP, is close to   MCXC J2218.6-0346 (z=0.04), detected by EMSS and  SGP. XMM-Newton image confirms these are different objects.  However, Rap of MCXC J2218.2-0350 includes both objects and L500 may be overestimated.",1606,RXCJ2218.2-0350,334.5713,-3.8341
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2061,2061,MCXC J2218.6-0346,MS2216.0-0401,,334.6686,-3.7801,58.7837,-46.7215,EMSS,EMSS_1994,0.09,S,1991ApJS...76..813S,Catalogue,1.6791,[0.3 3.5],1e+20,5.569,0.88338,SC,1e+20,1.0,0.1,0.1,0.8514,1.9134,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,"complexStr | Sect. 2.3 | MCXC J2218.6-0346 (z=0.04) detected by EMSS and  SGP is close to MCXC J2218.2-0350 (z=0.039) detected by REFLEX, EMSS and SGP. XMM-Newton image confirms these are different objects.",1608,MS2216.0-0401,334.6686,-3.7801
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2062,2060,MCXC J2218.6-3853,RXCJ2218.6-3853,A3856,334.6676,-38.8974,2.7438,-56.1719,NORAS/REFLEX,REFLEX,0.1411,S,2004A&A...425..367B,Catalogue,2.4839,[0.1 2.4],9.0,7.132,0.72746,ITER,3.54817,3.0,0.4,0.4,1.0635,3.9247,0.2,0.2,SGP|RXGCC,SGP,RXGCC,,,3.247580051422119,0.3011400103569031,0.3008800148963928,3.5397400856018066,0.483130007982254,0.485480010509491,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1607,RXCJ2218.6-3853,334.6676,-38.8974
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2063,2062,MCXC J2218.8-0258,RXCJ2218.8-0258,,334.7047,-2.9685,59.7572,-46.2623,NORAS/REFLEX,REFLEX,0.0902,S,2004A&A...425..367B,Catalogue,1.6824,[0.1 2.4],10.0,4.044,1.31026,ITER,0.79365,0.8,0.3,0.3,0.8114,1.6564,0.4,0.3,SGP|RXGCC,SGP,RXGCC,,,0.7281200289726257,0.1339499950408936,0.1337700039148331,0.9821100234985352,0.243340000510216,0.242730006575584,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Blended with point sources or double cluster and deblended,,1609,RXCJ2218.8-0258,334.7047,-2.9685
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2064,2063,MCXC J2220.1-5228,BVH2007 230,A3864,335.038,-52.4669,340.462,-52.1754,400SD,400SD_SER,0.102,S,1998A&AS..129..399K,Catalogue,1.8769,[0.5 2. ],1e+20,1.88,0.222,SC,1e+20,0.7,0.08,0.08,0.7947,1.5741,0.1,0.1,RXGCC,RXGCC,,,,0.7331299781799316,0.1771299988031387,0.1780800074338913,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1610,[BVH2007] 230,335.038,-52.4669
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2065,2064,MCXC J2220.5-3509,RXCJ2220.5-3509,A3866,335.1444,-35.1649,9.4083,-56.9467,NORAS/REFLEX,REFLEX,0.1544,S,1998AAS...193.3912C,Catalogue,2.678,[0.1 2.4],8.5,9.489,0.83503,ITER,5.68859,6.0,0.5,0.5,1.1617,5.1854,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Details on source identification in Appendix of REFLEX paper,,1611,RXCJ2220.5-3509,335.1444,-35.1649
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2066,2065,MCXC J2222.2-5235,BVH2007 231,A3870,335.558,-52.5869,340.0491,-52.4006,400SD,400SD_SER,0.174,S,2007ApJS..172..561B,Catalogue,2.9533,[0.5 2. ],1e+20,0.261,0.041,SC,1e+20,0.3,0.05,0.05,0.6505,0.9292,0.09,0.08,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,may be a part of A3870,,1612,[BVH2007] 231,335.558,-52.5869
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2067,2066,MCXC J2223.8-0138,RXCJ2223.8-0138,A2440,335.9706,-1.6379,62.4055,-46.4319,NORAS/REFLEX,REFLEX,0.0906,S,2004A&A...425..367B,Catalogue,1.6891,[0.1 2.4],10.5,9.875,1.07637,ITER,1.94533,2.0,0.2,0.2,0.9728,2.8556,0.2,0.2,SGP|RXGCC,SGP,RXGCC,,,1.786910057067871,0.1912800073623657,0.191200003027916,1.5789799690246582,0.226679995656013,0.227939993143082,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1613,RXCJ2223.8-0138,335.9706,-1.6379
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2068,2067,MCXC J2224.4-5515,RXCJ2224.4-5515,APMCC 772,336.1146,-55.2562,336.0288,-51.363,NORAS/REFLEX,REFLEX,0.0791,S,2004A&A...425..367B,Catalogue,1.4945,[0.1 2.4],12.0,5.965,0.93054,ITER,0.89054,0.9,0.1,0.1,0.8344,1.7816,0.2,0.2,RXGCC,RXGCC,,,,0.8169100284576416,0.1186100021004677,0.118759997189045,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1614,RXCJ2224.4-5515,336.1146,-55.2562
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2069,2068,MCXC J2224.7-5632,RXCJ2224.7-5632,S1020,336.1818,-56.5346,334.2764,-50.7137,NORAS/REFLEX,REFLEX,0.0355,S,1989ApJS...70....1A,Catalogue,0.7061,[0.1 2.4],7.5,3.057,0.49523,ITER,0.08876,0.1,0.02,0.02,0.5581,0.5114,0.05,0.05,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1615,RXCJ2224.7-5632,336.1818,-56.5346
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2070,2069,MCXC J2225.8-0636,RXCJ2225.8-0636,A2442,336.4626,-6.6033,56.9173,-49.8232,NORAS/REFLEX,REFLEX,0.0897,S,2004A&A...425..367B,Catalogue,1.6741,[0.1 2.4],8.5,5.129,0.73345,ITER,0.99445,1.0,0.1,0.1,0.8539,1.9294,0.2,0.2,SGP,SGP,,,,0.9145399928092957,0.1299200057983398,0.1295599937438965,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1616,RXCJ2225.8-0636,336.4626,-6.6033
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2071,2070,MCXC J2226.0+1722,A2443,A2443,336.511,17.378,80.3868,-33.2238,BCS,BCS,0.1072,S,1982A&A...108L...7S,Catalogue,1.9609,[0.1 2.4],7.1,6.03429,1.20686,ITER,1.69134,2.0,0.4,0.4,0.9444,2.6558,0.3,0.3,RXGCC,RXGCC,,,,1.4219800233840942,0.1739400029182434,0.1745499968528748,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1617,A2443,336.511,17.378
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2072,2071,MCXC J2226.1-4745,RXC J2226.1-4745,A3876,336.5442,-47.7503,346.9729,-55.0546,SGP,SGP,0.113,S,1997MNRAS.289..263D,Catalogue,2.0533,[0.1 2.4],1e+20,1.77,0.38901,SC,1e+20,0.5,0.1,0.1,0.7383,1.2765,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1618,RXC J2226.1-4745,336.5442,-47.7503
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2073,2072,MCXC J2226.8+2550,RXC J2226.8+2550,A2445,336.7199,25.8432,86.5109,-26.6212,NORAS/REFLEX,NORAS,0.165,S,2000ApJS..129..435B,Catalogue,2.8284,[0.1 2.4],6.0,3.28,0.54448,ITER,2.28617,2.0,0.4,0.4,0.9661,3.0158,0.3,0.3,eBCS,EBCS,,,,2.1902899742126465,0.6222000122070312,0.6322900056838989,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1619,RXC J2226.8+2550,336.7199,25.8432
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2074,2073,MCXC J2227.4-4852,RXC J2227.4-4852,APMCC782,336.8679,-48.8817,345.0217,-54.7917,SGP,SGP,0.097,S,1997MNRAS.289..263D,Catalogue,1.7951,[0.1 2.4],1e+20,2.47,0.43127,SC,1e+20,0.5,0.09,0.09,0.7464,1.2978,0.1,0.1,RXGCC,RXGCC,,,,0.6618499755859375,0.1430799961090088,0.144339993596077,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1620,RXC J2227.4-4852,336.8679,-48.8817
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2075,2074,MCXC J2227.8-3034,RXCJ2227.8-3034,A3880,336.9685,-30.5699,18.0035,-58.507,NORAS/REFLEX,REFLEX,0.0579,S,2004A&A...425..367B,Catalogue,1.1214,[0.1 2.4],8.5,10.035,0.82287,ITER,0.78612,0.9,0.07,0.07,0.8422,1.7952,0.09,0.09,SGP|RXGCC,SGP,RXGCC,,,0.7232499718666077,0.05953000113368034,0.05950000137090683,1.0143500566482544,0.115249998867512,0.116729997098446,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1621,RXCJ2227.8-3034,336.9685,-30.5699
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2076,2075,MCXC J2228.6+2036,RXC J2228.6+2036,RXJ2228.6+2037,337.1546,20.6087,83.3115,-31.0612,NORAS/REFLEX,NORAS,0.412,S,2000ApJS..129..435B,Catalogue,5.4698,[0.1 2.4],9.0,4.24,0.848,ITER,20.93442,20.0,4.0,4.0,1.2805,9.2356,1.0,1.0,eBCS|MACS_DR2,EBCS,MACS_DR2,,,15.717399597167969,4.462349891662598,4.468170166015625,12.892900466918945,0.693319976329803,0.694410026073456,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1622,RXC J2228.6+2036,337.1546,20.6087
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2077,2076,MCXC J2228.8-6053,RXCJ2228.8-6053,,337.2138,-60.8989,328.3128,-48.6051,NORAS/REFLEX,REFLEX,0.0423,S,2004A&A...425..367B,Catalogue,0.8346,[0.1 2.4],13.0,3.829,0.5935,ITER,0.15852,0.2,0.02,0.02,0.6058,0.6581,0.06,0.06,RXGCC,RXGCC,,,,0.16717000305652618,0.04106000065803528,0.04120000079274178,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1623,RXCJ2228.8-6053,337.2138,-60.8989
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2078,2077,MCXC J2229.7-2755,MACS J2229.7-2755,,337.4385,-27.927,23.1259,-58.6893,MACS,MACS_DR2,0.324,S,2010MNRAS.407...83E,Catalogue,4.6942,[0. 0.],3.941,1e+20,1e+20,,10.0,10.0,0.4,0.4,1.1864,6.6392,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1624,MACS J2229.7-2755,337.4385,-27.927
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2079,2078,MCXC J2231.2-3802,RXC J2231.2-3802,SJD J2231.1-3801,337.8129,-38.0442,3.5649,-58.7402,SGP,SGP,0.0756,S,2016MNRAS.458.3083S,NEW,1.4342,[0.1 2.4],1e+20,1.71,0.4275,SC,1e+20,0.2,0.05,0.05,0.6338,0.7783,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,RXC J2231.2-3802,337.8129,-38.0442
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2080,2079,MCXC J2234.5-3744,RXCJ2234.5-3744,A3888,338.6292,-37.7349,3.9384,-59.4286,NORAS/REFLEX,REFLEX,0.151,S,2004A&A...425..367B,Catalogue,2.6289,[0.1 2.4],7.5,11.225,0.99902,ITER,6.40896,6.0,0.6,0.6,1.1977,5.6628,0.3,0.3,SGP|RXGCC,SGP,RXGCC,,,5.849339962005615,0.5153999924659729,0.5151399970054626,6.7374701499938965,0.749270021915436,0.753840029239655,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,losStr (see Table 12 of Reflex paper); Details on source identification in Appendix of REFLEX paper,,1625,RXCJ2234.5-3744,338.6292,-37.7349
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2081,2080,MCXC J2234.8-3033,RXC J2234.8-3033,A3889,338.7229,-30.5656,18.1385,-60.016,SGP,SGP,0.2517,S,1998A&AS..129...31C,Consolidated,3.9296,[0.1 2.4],1e+20,2.32,0.52639,SC,1e+20,4.0,0.8,0.8,1.0113,3.7948,0.5,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1626,RXC J2234.8-3033,338.7229,-30.5656
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2082,2081,MCXC J2235.6+0128,RXCJ2235.6+0128,A2457,338.919,1.4718,68.629,-46.585,NORAS/REFLEX,REFLEX,0.0594,S,1998ApJS..115....1S,Catalogue,1.1484,[0.1 2.4],18.0,11.139,1.74882,ITER,0.91973,0.9,0.1,0.1,0.8462,1.8234,0.2,0.2,BCS|SGP|RXGCC,BCS,SGP,RXGCC,,0.7299299836158752,0.2485300004482269,0.2570399940013885,0.8451799750328064,0.132400006055832,0.132200002670288,0.7568299770355225,0.1068200021982193,0.10716000199317932,1e+20,1e+20,1e+20,Blended with point sources or double cluster and deblended,,1627,RXCJ2235.6+0128,338.919,1.4718
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2083,2082,MCXC J2237.0-1516,RX J2237.0-1516,,339.2529,-15.2689,46.8164,-56.6316,SHARC,SHARC_BRIGHT,0.299,S,2000ApJS..126..209R,Catalogue,4.444,[0.5 2. ],3.7143,0.27304,0.02102,ITER,1.16993,1.0,0.09,0.09,0.779,1.8278,0.08,0.08,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1628,RX J2237.0-1516,339.2529,-15.2689
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2084,2083,MCXC J2238.4-3645,RXGCC 898,,339.607,-36.755,5.6014,-60.3615,RXGCC,RXGCC,0.0575,SP,2022A&A...658A..59X,Catalogue,1.1142,[0.1 2.4],9.288,2.229,0.72443,ITER,0.17356,0.2,0.06,0.06,0.6131,0.6924,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,339.607,-36.755
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2085,2084,MCXC J2238.5-3620,RXGCC 899,,339.641,-36.344,6.4148,-60.4525,RXGCC,RXGCC,0.0587,SP,2022A&A...658A..59X,Catalogue,1.1358,[0.1 2.4],20.256,5.13156,1.1425,ITER,0.41407,0.4,0.09,0.09,0.7195,1.1199,0.2,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,339.641,-36.344
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2086,2085,MCXC J2239.2-1719,RXC J2239.2-1719,A2462,339.8183,-17.3294,43.7856,-57.9964,SGP,SGP,0.0751,S,1992ApJ...384..404P,Catalogue,1.4255,[0.1 2.4],1e+20,2.05,0.66324,SC,1e+20,0.3,0.08,0.08,0.6551,0.8588,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1629,RXC J2239.2-1719,339.8183,-17.3294
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2087,2086,MCXC J2239.4-0546,BVH2007 232,"VMF98 208, A2465",339.852,-5.7825,61.1457,-52.0444,400SD,400SD_SER,0.242,S,2002ApJS..140..265P,Catalogue,3.8171,[0.5 2. ],1e+20,0.222,0.032,SC,1e+20,0.6,0.08,0.08,0.699,1.2396,0.1,0.1,160SD|WARPS,160SD,WARPS,,,0.5552600026130676,0.08490999788045883,0.08421999961137772,0.7136600017547607,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,a part of A2465,,1630,[BVH2007] 232,339.852,-5.7825
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2088,2087,MCXC J2239.5-0600,RX J2239.5-0600,VMF98 209,339.8933,-6.0039,60.9022,-52.2127,160SD,160SD,0.173,S,2003ApJ...594..154M,Catalogue,2.9395,[0.5 2. ],1e+20,0.059,0.02,SC,1e+20,0.07,0.02,0.02,0.4812,0.3758,0.08,0.07,WARPS,WARPS,,,,0.07474000006914139,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,WARPS1,,1631,RX J2239.5-0600,339.8933,-6.0039
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2089,2088,MCXC J2239.6-0543,BVH2007 233,"VMF98 210, A2465",339.912,-5.7203,61.2852,-52.053,400SD,400SD_SER,0.243,S,2002ApJS..140..265P,Catalogue,3.8288,[0.5 2. ],1e+20,0.324,0.046,SC,1e+20,0.8,0.1,0.1,0.7524,1.5481,0.1,0.1,160SD|WARPS,160SD,WARPS,,,0.8065800070762634,0.1203100010752678,0.1199200004339218,0.9983400106430054,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,a part of A2465,,1632,[BVH2007] 233,339.912,-5.7203
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2090,2089,MCXC J2240.0+0603,RXGCC 900,,340.022,6.055,74.3,-44.0676,RXGCC,RXGCC,0.0861,SP,2022A&A...658A..59X,Catalogue,1.6136,[0.1 2.4],28.65,4.1416,1.10206,ITER,0.7376,0.7,0.2,0.2,0.7924,1.5365,0.3,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,340.022,6.055
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2091,2090,MCXC J2241.8+1732,RXC J2241.8+1732,A2472,340.4738,17.5416,84.1408,-35.3928,NORAS/REFLEX,NORAS,0.3137,S,2000ApJS..129..435B,Catalogue,4.5929,[0.1 2.4],4.0,2.05,0.43665,ITER,5.68577,6.0,1.0,1.0,1.0633,4.725,0.6,0.6,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1633,RXC J2241.8+1732,340.4738,17.5416
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2092,2091,MCXC J2241.9-4235,RXC J2241.9-4235,"A3902 , SPT-CLJ2241-4236",340.4862,-42.5975,353.9568,-59.5362,SGP,SGP,0.2,P,2015ApJS..216...27B,NEW,3.2997,[0.1 2.4],1e+20,1.68,0.43482,SC,1e+20,2.0,0.4,0.4,0.887,2.4212,0.4,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,RXC J2241.9-4235,340.4862,-42.5975
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2093,2092,MCXC J2242.8+5301,RXC J2242.8+5301,,340.7208,53.0181,104.1909,-5.1113,CIZA,CIZAII,0.192,S,2007ApJ...662..224K,Catalogue,3.1953,[0.1 2.4],1e+20,4.38,0.92211,SC,1e+20,4.0,0.8,0.8,1.0567,4.059,0.5,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1634,RXC J2242.8+5301,340.7208,53.0181
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2094,2093,MCXC J2243.0-2009,RXCJ2243.0-2009,A2474,340.769,-20.1664,39.3175,-59.8807,NORAS/REFLEX,REFLEX,0.1359,S,2004A&A...425..367B,Catalogue,2.4063,[0.1 2.4],14.5,4.977,1.9908,ITER,2.2957,2.0,0.9,0.9,0.9703,2.9644,0.8,0.7,SGP,SGP,,,,2.1037700176239014,0.8299800157546997,0.8295400142669678,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1635,RXCJ2243.0-2009,340.769,-20.1664
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2095,2094,MCXC J2243.3-0935,MACS J2243.3-0935,,340.8377,-9.5952,56.9384,-55.087,MACS,MACS_DR2,0.447,S,2010MNRAS.407...83E,Catalogue,5.7375,[0. 0.],4.5316,1e+20,1e+20,,15.2,10.0,0.8,0.8,1.1846,7.6172,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1636,MACS J2243.3-0935,340.8377,-9.5952
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2096,2095,MCXC J2244.5-1744,RXC J2244.5-1744,A2478,341.1454,-17.7392,44.0382,-59.32,SGP,SGP,0.1325,S,2002ApJS..140..239C,Catalogue,2.3551,[0.1 2.4],1e+20,2.6,0.71094,SC,1e+20,1.0,0.3,0.3,0.8433,1.9399,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1637,RXC J2244.5-1744,341.1454,-17.7392
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2097,2096,MCXC J2245.0+2637,RXC J2245.0+2637,RXC  J2245.0+2637,341.2713,26.6304,90.8215,-28.2495,NORAS/REFLEX,NORAS,0.304,S,2000ApJS..129..435B,Catalogue,4.4952,[0.1 2.4],5.5,3.02,0.39864,ITER,7.77459,8.0,1.0,1.0,1.1315,5.6321,0.5,0.4,MACS_DR2,MACS_DR2,,,,7.66648006439209,0.4173099994659424,0.4184300005435944,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1638,RXC J2245.0+2637,341.2713,26.6304
